date,county,state,fips,cases,deaths
2020-02-20,Douglas,Nebraska,31055.0,11,0.0
2020-02-21,Douglas,Nebraska,31055.0,11,0.0
2020-02-22,Douglas,Nebraska,31055.0,11,0.0
2020-02-23,Douglas,Nebraska,31055.0,11,0.0
2020-02-24,Douglas,Nebraska,31055.0,12,0.0
2020-02-25,Douglas,Nebraska,31055.0,13,0.0
2020-02-26,Douglas,Nebraska,31055.0,13,0.0
2020-02-27,Douglas,Nebraska,31055.0,13,0.0
2020-02-28,Douglas,Nebraska,31055.0,13,0.0
2020-02-29,Douglas,Nebraska,31055.0,13,0.0
2020-03-01,Douglas,Nebraska,31055.0,13,0.0
2020-03-02,Douglas,Nebraska,31055.0,13,0.0
2020-03-03,Douglas,Nebraska,31055.0,13,0.0
2020-03-04,Douglas,Nebraska,31055.0,13,0.0
2020-03-05,Douglas,Nebraska,31055.0,13,0.0
2020-03-06,Douglas,Nebraska,31055.0,14,0.0
2020-03-07,Douglas,Nebraska,31055.0,14,0.0
2020-03-08,Douglas,Nebraska,31055.0,16,0.0
2020-03-09,Douglas,Nebraska,31055.0,16,0.0
2020-03-10,Douglas,Nebraska,31055.0,17,0.0
2020-03-11,Douglas,Nebraska,31055.0,23,0.0
2020-03-12,Douglas,Nebraska,31055.0,23,0.0
2020-03-13,Douglas,Nebraska,31055.0,26,0.0
2020-03-14,Douglas,Nebraska,31055.0,28,0.0
2020-03-08,Douglas,Oregon,41019.0,1,0.0
2020-03-09,Douglas,Oregon,41019.0,1,0.0
2020-03-10,Douglas,Oregon,41019.0,1,0.0
2020-03-11,Douglas,Oregon,41019.0,1,0.0
2020-03-12,Douglas,Oregon,41019.0,1,0.0
2020-03-13,Douglas,Oregon,41019.0,1,0.0
2020-03-14,Douglas,Oregon,41019.0,1,0.0
2020-03-14,DuPage,Illinois,17043.0,1,0.0
2020-03-12,Dutchess,New York,36027.0,1,0.0
2020-03-13,Dutchess,New York,36027.0,3,0.0
2020-03-14,Dutchess,New York,36027.0,4,0.0
2020-03-12,Duval,Florida,12031.0,1,0.0
2020-03-13,Duval,Florida,12031.0,1,0.0
2020-03-14,Duval,Florida,12031.0,1,0.0
2020-03-06,Eagle,Colorado,8037.0,1,0.0
2020-03-07,Eagle,Colorado,8037.0,1,0.0
2020-03-08,Eagle,Colorado,8037.0,1,0.0
2020-03-09,Eagle,Colorado,8037.0,2,0.0
2020-03-10,Eagle,Colorado,8037.0,3,0.0
2020-03-11,Eagle,Colorado,8037.0,4,0.0
2020-03-12,Eagle,Colorado,8037.0,11,0.0
2020-03-13,Eagle,Colorado,8037.0,16,0.0
2020-03-14,Eagle,Colorado,8037.0,20,0.0
2020-03-06,El Paso,Colorado,8041.0,1,0.0
2020-03-07,El Paso,Colorado,8041.0,1,0.0
2020-03-08,El Paso,Colorado,8041.0,1,0.0
2020-03-09,El Paso,Colorado,8041.0,1,0.0
2020-03-10,El Paso,Colorado,8041.0,1,0.0
2020-03-11,El Paso,Colorado,8041.0,1,0.0
2020-03-12,El Paso,Colorado,8041.0,1,1.0
2020-03-13,El Paso,Colorado,8041.0,2,2.0
2020-03-14,El Paso,Colorado,8041.0,3,2.0
2020-03-13,El Paso,Texas,48141.0,1,0.0
2020-03-14,El Paso,Texas,48141.0,1,0.0
2020-03-13,Elmore,Alabama,1051.0,1,0.0
2020-03-14,Elmore,Alabama,1051.0,1,0.0
2020-03-10,Essex,Massachusetts,25009.0,1,0.0
2020-03-11,Essex,Massachusetts,25009.0,1,0.0
2020-03-12,Essex,Massachusetts,25009.0,2,0.0
2020-03-13,Essex,Massachusetts,25009.0,2,0.0
2020-03-14,Essex,Massachusetts,25009.0,5,0.0
2020-03-12,Essex,New Jersey,34013.0,1,0.0
2020-03-13,Essex,New Jersey,34013.0,6,0.0
2020-03-14,Essex,New Jersey,34013.0,7,0.0
2020-03-07,Fairfax,Virginia,51059.0,1,0.0
2020-03-08,Fairfax,Virginia,51059.0,2,0.0
2020-03-09,Fairfax,Virginia,51059.0,4,0.0
2020-03-10,Fairfax,Virginia,51059.0,4,0.0
2020-03-11,Fairfax,Virginia,51059.0,4,0.0
2020-03-12,Fairfax,Virginia,51059.0,4,0.0
2020-03-13,Fairfax,Virginia,51059.0,6,0.0
2020-03-14,Fairfax,Virginia,51059.0,10,0.0
2020-03-08,Fairfield,Connecticut,9001.0,1,0.0
2020-03-09,Fairfield,Connecticut,9001.0,2,0.0
2020-03-10,Fairfield,Connecticut,9001.0,2,0.0
2020-03-11,Fairfield,Connecticut,9001.0,3,0.0
2020-03-12,Fairfield,Connecticut,9001.0,5,0.0
2020-03-13,Fairfield,Connecticut,9001.0,8,0.0
2020-03-14,Fairfield,Connecticut,9001.0,15,0.0
2020-03-09,Fayette,Georgia,13113.0,1,0.0
2020-03-10,Fayette,Georgia,13113.0,1,0.0
2020-03-11,Fayette,Georgia,13113.0,1,0.0
2020-03-12,Fayette,Georgia,13113.0,1,0.0
2020-03-13,Fayette,Georgia,13113.0,1,0.0
2020-03-14,Fayette,Georgia,13113.0,4,0.0
2020-03-06,Fayette,Kentucky,21067.0,1,0.0
2020-03-07,Fayette,Kentucky,21067.0,1,0.0
2020-03-08,Fayette,Kentucky,21067.0,2,0.0
2020-03-09,Fayette,Kentucky,21067.0,3,0.0
2020-03-10,Fayette,Kentucky,21067.0,3,0.0
2020-03-11,Fayette,Kentucky,21067.0,3,0.0
2020-03-12,Fayette,Kentucky,21067.0,4,0.0
2020-03-13,Fayette,Kentucky,21067.0,4,0.0
2020-03-14,Fayette,Kentucky,21067.0,5,0.0
2020-03-09,Floyd,Georgia,13115.0,1,0.0
2020-03-10,Floyd,Georgia,13115.0,1,0.0
2020-03-11,Floyd,Georgia,13115.0,2,0.0
2020-03-12,Floyd,Georgia,13115.0,2,0.0
2020-03-13,Floyd,Georgia,13115.0,2,0.0
2020-03-14,Floyd,Georgia,13115.0,3,0.0
2020-03-11,Fond du Lac,Wisconsin,55039.0,2,0.0
2020-03-12,Fond du Lac,Wisconsin,55039.0,2,0.0
2020-03-13,Fond du Lac,Wisconsin,55039.0,6,0.0
2020-03-14,Fond du Lac,Wisconsin,55039.0,6,0.0
2020-03-11,Forrest,Mississippi,28035.0,1,0.0
2020-03-12,Forrest,Mississippi,28035.0,1,0.0
2020-03-13,Forrest,Mississippi,28035.0,3,0.0
2020-03-14,Forrest,Mississippi,28035.0,3,0.0
2020-03-12,Forsyth,North Carolina,37067.0,2,0.0
2020-03-13,Forsyth,North Carolina,37067.0,2,0.0
2020-03-14,Forsyth,North Carolina,37067.0,2,0.0
2020-03-04,Fort Bend,Texas,48157.0,1,0.0
2020-03-05,Fort Bend,Texas,48157.0,1,0.0
2020-03-06,Fort Bend,Texas,48157.0,3,0.0
2020-03-07,Fort Bend,Texas,48157.0,3,0.0
2020-03-08,Fort Bend,Texas,48157.0,6,0.0
2020-03-09,Fort Bend,Texas,48157.0,6,0.0
2020-03-10,Fort Bend,Texas,48157.0,6,0.0
2020-03-11,Fort Bend,Texas,48157.0,6,0.0
2020-03-12,Fort Bend,Texas,48157.0,6,0.0
2020-03-13,Fort Bend,Texas,48157.0,9,0.0
2020-03-14,Fort Bend,Texas,48157.0,9,0.0
2020-03-14,Franklin,Kansas,20059.0,1,0.0
2020-03-14,Franklin,Ohio,39049.0,1,0.0
2020-03-13,Fremont,Wyoming,56013.0,1,0.0
2020-03-14,Fremont,Wyoming,56013.0,1,0.0
2020-03-07,Fresno,California,6019.0,1,0.0
2020-03-08,Fresno,California,6019.0,1,0.0
2020-03-09,Fresno,California,6019.0,1,0.0
2020-03-10,Fresno,California,6019.0,1,0.0
2020-03-11,Fresno,California,6019.0,1,0.0
2020-03-12,Fresno,California,6019.0,1,0.0
2020-03-13,Fresno,California,6019.0,1,0.0
2020-03-14,Fresno,California,6019.0,2,0.0
2020-03-02,Fulton,Georgia,13121.0,2,0.0
2020-03-03,Fulton,Georgia,13121.0,2,0.0
2020-03-04,Fulton,Georgia,13121.0,2,0.0
2020-03-05,Fulton,Georgia,13121.0,2,0.0
2020-03-06,Fulton,Georgia,13121.0,2,0.0
2020-03-07,Fulton,Georgia,13121.0,4,0.0
2020-03-08,Fulton,Georgia,13121.0,5,0.0
2020-03-09,Fulton,Georgia,13121.0,5,0.0
2020-03-10,Fulton,Georgia,13121.0,6,0.0
2020-03-11,Fulton,Georgia,13121.0,6,0.0
2020-03-12,Fulton,Georgia,13121.0,6,0.0
2020-03-13,Fulton,Georgia,13121.0,6,0.0
2020-03-14,Fulton,Georgia,13121.0,13,0.0
2020-03-13,Gallatin,Montana,30031.0,1,0.0
2020-03-14,Gallatin,Montana,30031.0,1,0.0
2020-03-13,Galveston,Texas,48167.0,1,0.0
2020-03-14,Galveston,Texas,48167.0,1,0.0
2020-03-13,Gordon,Georgia,13129.0,2,0.0
2020-03-14,Gordon,Georgia,13129.0,2,0.0
2020-03-02,Grafton,New Hampshire,33009.0,1,0.0
2020-03-03,Grafton,New Hampshire,33009.0,2,0.0
2020-03-04,Grafton,New Hampshire,33009.0,2,0.0
2020-03-05,Grafton,New Hampshire,33009.0,2,0.0
2020-03-06,Grafton,New Hampshire,33009.0,2,0.0
2020-03-07,Grafton,New Hampshire,33009.0,3,0.0
2020-03-08,Grafton,New Hampshire,33009.0,3,0.0
2020-03-09,Grafton,New Hampshire,33009.0,3,0.0
2020-03-10,Grafton,New Hampshire,33009.0,3,0.0
2020-03-11,Grafton,New Hampshire,33009.0,3,0.0
2020-03-12,Grafton,New Hampshire,33009.0,3,0.0
2020-03-13,Grafton,New Hampshire,33009.0,3,0.0
2020-03-14,Grafton,New Hampshire,33009.0,3,0.0
2020-03-14,Graham,Arizona,4009.0,1,0.0
2020-03-13,Grant,Washington,53025.0,1,0.0
2020-03-14,Grant,Washington,53025.0,1,0.0
2020-03-12,Grays Harbor,Washington,53027.0,1,0.0
2020-03-13,Grays Harbor,Washington,53027.0,1,0.0
2020-03-14,Grays Harbor,Washington,53027.0,1,0.0
2020-03-12,Greene,Missouri,29077.0,1,0.0
2020-03-13,Greene,Missouri,29077.0,1,0.0
2020-03-14,Greene,Missouri,29077.0,2,0.0
2020-03-11,Gregg,Texas,48183.0,1,0.0
2020-03-12,Gregg,Texas,48183.0,1,0.0
2020-03-13,Gregg,Texas,48183.0,1,0.0
2020-03-14,Gregg,Texas,48183.0,1,0.0
2020-03-10,Gunnison,Colorado,8051.0,1,0.0
2020-03-11,Gunnison,Colorado,8051.0,3,0.0
2020-03-12,Gunnison,Colorado,8051.0,4,0.0
2020-03-13,Gunnison,Colorado,8051.0,5,0.0
2020-03-14,Gunnison,Colorado,8051.0,7,0.0
2020-03-07,Gwinnett,Georgia,13135.0,1,0.0
2020-03-08,Gwinnett,Georgia,13135.0,1,0.0
2020-03-09,Gwinnett,Georgia,13135.0,2,0.0
2020-03-10,Gwinnett,Georgia,13135.0,2,0.0
2020-03-11,Gwinnett,Georgia,13135.0,2,0.0
2020-03-12,Gwinnett,Georgia,13135.0,2,0.0
2020-03-13,Gwinnett,Georgia,13135.0,2,0.0
2020-03-14,Gwinnett,Georgia,13135.0,2,0.0
2020-03-13,Hamilton,Tennessee,47065.0,1,0.0
2020-03-14,Hamilton,Tennessee,47065.0,1,0.0
2020-03-12,Hanover,Virginia,51085.0,1,0.0
2020-03-13,Hanover,Virginia,51085.0,1,0.0
2020-03-14,Hanover,Virginia,51085.0,1,0.0
2020-03-08,Harford,Maryland,24025.0,1,0.0
2020-03-09,Harford,Maryland,24025.0,1,0.0
2020-03-10,Harford,Maryland,24025.0,1,0.0
2020-03-11,Harford,Maryland,24025.0,1,0.0
2020-03-12,Harford,Maryland,24025.0,1,0.0
2020-03-13,Harford,Maryland,24025.0,1,0.0
2020-03-14,Harford,Maryland,24025.0,2,0.0
2020-03-14,Harnett,North Carolina,37085.0,2,0.0
2020-03-05,Harris,Texas,48201.0,4,0.0
2020-03-06,Harris,Texas,48201.0,5,0.0
2020-03-07,Harris,Texas,48201.0,5,0.0
2020-03-08,Harris,Texas,48201.0,6,0.0
2020-03-09,Harris,Texas,48201.0,6,0.0
2020-03-10,Harris,Texas,48201.0,7,0.0
2020-03-11,Harris,Texas,48201.0,7,0.0
2020-03-12,Harris,Texas,48201.0,9,0.0
2020-03-13,Harris,Texas,48201.0,10,0.0
2020-03-14,Harris,Texas,48201.0,11,0.0
2020-03-13,Harrison,Iowa,19085.0,1,0.0
2020-03-14,Harrison,Iowa,19085.0,1,0.0
2020-03-08,Harrison,Kentucky,21097.0,1,0.0
2020-03-09,Harrison,Kentucky,21097.0,1,0.0
2020-03-10,Harrison,Kentucky,21097.0,3,0.0
2020-03-11,Harrison,Kentucky,21097.0,3,0.0
2020-03-12,Harrison,Kentucky,21097.0,4,0.0
2020-03-13,Harrison,Kentucky,21097.0,4,0.0
2020-03-14,Harrison,Kentucky,21097.0,6,0.0
2020-03-13,Harrisonburg city,Virginia,51660.0,1,0.0
2020-03-14,Harrisonburg city,Virginia,51660.0,1,0.0
2020-03-14,Hartford,Connecticut,9003.0,1,0.0
2020-03-14,Hays,Texas,48209.0,1,0.0
2020-03-08,Hendricks,Indiana,18063.0,1,0.0
2020-03-09,Hendricks,Indiana,18063.0,2,0.0
2020-03-10,Hendricks,Indiana,18063.0,2,0.0
2020-03-11,Hendricks,Indiana,18063.0,2,0.0
2020-03-12,Hendricks,Indiana,18063.0,2,0.0
2020-03-13,Hendricks,Indiana,18063.0,2,0.0
2020-03-14,Hendricks,Indiana,18063.0,2,0.0
2020-03-12,Hennepin,Minnesota,27053.0,1,0.0
2020-03-13,Hennepin,Minnesota,27053.0,3,0.0
2020-03-14,Hennepin,Minnesota,27053.0,6,0.0
2020-03-13,Henry,Georgia,13151.0,1,0.0
2020-03-14,Henry,Georgia,13151.0,1,0.0
2020-03-13,Henry,Missouri,29083.0,1,0.0
2020-03-14,Henry,Missouri,29083.0,1,0.0
2020-03-12,Herkimer,New York,36043.0,1,0.0
2020-03-13,Herkimer,New York,36043.0,1,0.0
2020-03-14,Herkimer,New York,36043.0,1,0.0
2020-03-01,Hillsborough,Florida,12057.0,1,0.0
2020-03-02,Hillsborough,Florida,12057.0,1,0.0
2020-03-03,Hillsborough,Florida,12057.0,2,0.0
2020-03-04,Hillsborough,Florida,12057.0,2,0.0
2020-03-05,Hillsborough,Florida,12057.0,2,0.0
2020-03-06,Hillsborough,Florida,12057.0,2,0.0
2020-03-07,Hillsborough,Florida,12057.0,2,0.0
2020-03-08,Hillsborough,Florida,12057.0,2,0.0
2020-03-09,Hillsborough,Florida,12057.0,2,0.0
2020-03-10,Hillsborough,Florida,12057.0,2,0.0
2020-03-11,Hillsborough,Florida,12057.0,2,0.0
2020-03-12,Hillsborough,Florida,12057.0,3,0.0
2020-03-13,Hillsborough,Florida,12057.0,3,0.0
2020-03-14,Hillsborough,Florida,12057.0,3,0.0
2020-03-06,Honolulu,Hawaii,15003.0,1,0.0
2020-03-07,Honolulu,Hawaii,15003.0,1,0.0
2020-03-08,Honolulu,Hawaii,15003.0,2,0.0
2020-03-09,Honolulu,Hawaii,15003.0,2,0.0
2020-03-10,Honolulu,Hawaii,15003.0,2,0.0
2020-03-11,Honolulu,Hawaii,15003.0,2,0.0
2020-03-12,Honolulu,Hawaii,15003.0,2,0.0
2020-03-13,Honolulu,Hawaii,15003.0,2,0.0
2020-03-14,Honolulu,Hawaii,15003.0,2,0.0
2020-03-11,Howard,Indiana,18067.0,1,0.0
2020-03-12,Howard,Indiana,18067.0,1,0.0
2020-03-13,Howard,Indiana,18067.0,1,0.0
2020-03-14,Howard,Indiana,18067.0,1,0.0
2020-03-09,Hudson,New Jersey,34017.0,1,0.0
2020-03-10,Hudson,New Jersey,34017.0,1,0.0
2020-03-11,Hudson,New Jersey,34017.0,1,0.0
2020-03-12,Hudson,New Jersey,34017.0,1,0.0
2020-03-13,Hudson,New Jersey,34017.0,3,0.0
2020-03-14,Hudson,New Jersey,34017.0,5,0.0
2020-02-20,Humboldt,California,6023.0,1,0.0
2020-02-21,Humboldt,California,6023.0,1,0.0
2020-02-22,Humboldt,California,6023.0,1,0.0
2020-02-23,Humboldt,California,6023.0,1,0.0
2020-02-24,Humboldt,California,6023.0,1,0.0
2020-02-25,Humboldt,California,6023.0,1,0.0
2020-02-26,Humboldt,California,6023.0,1,0.0
2020-02-27,Humboldt,California,6023.0,1,0.0
2020-02-28,Humboldt,California,6023.0,1,0.0
2020-02-29,Humboldt,California,6023.0,1,0.0
2020-03-01,Humboldt,California,6023.0,1,0.0
2020-03-02,Humboldt,California,6023.0,1,0.0
2020-03-03,Humboldt,California,6023.0,1,0.0
2020-03-04,Humboldt,California,6023.0,1,0.0
2020-03-05,Humboldt,California,6023.0,1,0.0
2020-03-06,Humboldt,California,6023.0,1,0.0
2020-03-07,Humboldt,California,6023.0,1,0.0
2020-03-08,Humboldt,California,6023.0,1,0.0
2020-03-09,Humboldt,California,6023.0,1,0.0
2020-03-10,Humboldt,California,6023.0,1,0.0
2020-03-11,Humboldt,California,6023.0,1,0.0
2020-03-12,Humboldt,California,6023.0,1,0.0
2020-03-13,Humboldt,California,6023.0,1,0.0
2020-03-14,Humboldt,California,6023.0,1,0.0
2020-03-12,Ingham,Michigan,26065.0,1,0.0
2020-03-13,Ingham,Michigan,26065.0,1,0.0
2020-03-14,Ingham,Michigan,26065.0,1,0.0
2020-03-11,Island,Washington,53029.0,1,0.0
2020-03-12,Island,Washington,53029.0,3,0.0
2020-03-13,Island,Washington,53029.0,3,0.0
2020-03-14,Island,Washington,53029.0,6,0.0
2020-03-14,Jackson,Oklahoma,40065.0,1,0.0
2020-03-07,Jackson,Oregon,41029.0,2,0.0
2020-03-08,Jackson,Oregon,41029.0,2,0.0
2020-03-09,Jackson,Oregon,41029.0,2,0.0
2020-03-10,Jackson,Oregon,41029.0,2,0.0
2020-03-11,Jackson,Oregon,41029.0,2,0.0
2020-03-12,Jackson,Oregon,41029.0,2,0.0
2020-03-13,Jackson,Oregon,41029.0,2,0.0
2020-03-14,Jackson,Oregon,41029.0,2,0.0
2020-03-12,James City,Virginia,51095.0,3,0.0
2020-03-13,James City,Virginia,51095.0,8,0.0
2020-03-14,James City,Virginia,51095.0,9,1.0
2020-03-13,Jefferson,Alabama,1073.0,2,0.0
2020-03-14,Jefferson,Alabama,1073.0,6,0.0
2020-03-11,Jefferson,Arkansas,5069.0,1,0.0
2020-03-12,Jefferson,Arkansas,5069.0,1,0.0
2020-03-13,Jefferson,Arkansas,5069.0,1,0.0
2020-03-14,Jefferson,Arkansas,5069.0,2,0.0
2020-03-05,Jefferson,Colorado,8059.0,1,0.0
2020-03-06,Jefferson,Colorado,8059.0,1,0.0
2020-03-07,Jefferson,Colorado,8059.0,1,0.0
2020-03-08,Jefferson,Colorado,8059.0,1,0.0
2020-03-09,Jefferson,Colorado,8059.0,1,0.0
2020-03-10,Jefferson,Colorado,8059.0,2,0.0
2020-03-11,Jefferson,Colorado,8059.0,4,0.0
2020-03-12,Jefferson,Colorado,8059.0,5,0.0
2020-03-13,Jefferson,Colorado,8059.0,7,0.0
2020-03-14,Jefferson,Colorado,8059.0,9,0.0
2020-03-08,Jefferson,Kentucky,21111.0,1,0.0
2020-03-09,Jefferson,Kentucky,21111.0,1,0.0
2020-03-10,Jefferson,Kentucky,21111.0,1,0.0
2020-03-11,Jefferson,Kentucky,21111.0,1,0.0
2020-03-12,Jefferson,Kentucky,21111.0,2,0.0
2020-03-13,Jefferson,Kentucky,21111.0,2,0.0
2020-03-14,Jefferson,Kentucky,21111.0,4,0.0
2020-03-09,Jefferson,Louisiana,22051.0,1,0.0
2020-03-10,Jefferson,Louisiana,22051.0,1,0.0
2020-03-11,Jefferson,Louisiana,22051.0,1,0.0
2020-03-12,Jefferson,Louisiana,22051.0,1,0.0
2020-03-13,Jefferson,Louisiana,22051.0,3,0.0
2020-03-14,Jefferson,Louisiana,22051.0,11,0.0
2020-03-13,Jefferson,Tennessee,47089.0,1,0.0
2020-03-14,Jefferson,Tennessee,47089.0,1,0.0
2020-03-06,Jefferson,Washington,53031.0,1,0.0
2020-03-07,Jefferson,Washington,53031.0,1,0.0
2020-03-08,Jefferson,Washington,53031.0,1,0.0
2020-03-09,Jefferson,Washington,53031.0,1,0.0
2020-03-10,Jefferson,Washington,53031.0,1,0.0
2020-03-11,Jefferson,Washington,53031.0,1,0.0
2020-03-12,Jefferson,Washington,53031.0,1,0.0
2020-03-13,Jefferson,Washington,53031.0,1,0.0
2020-03-14,Jefferson,Washington,53031.0,1,0.0
2020-03-11,Johnson,Indiana,18081.0,3,0.0
2020-03-12,Johnson,Indiana,18081.0,3,0.0
2020-03-13,Johnson,Indiana,18081.0,3,0.0
2020-03-14,Johnson,Indiana,18081.0,3,0.0
2020-03-08,Johnson,Iowa,19103.0,3,0.0
2020-03-09,Johnson,Iowa,19103.0,7,0.0
2020-03-10,Johnson,Iowa,19103.0,12,0.0
2020-03-11,Johnson,Iowa,19103.0,13,0.0
2020-03-12,Johnson,Iowa,19103.0,14,0.0
2020-03-13,Johnson,Iowa,19103.0,14,0.0
2020-03-14,Johnson,Iowa,19103.0,14,0.0
2020-03-07,Johnson,Kansas,20091.0,1,0.0
2020-03-08,Johnson,Kansas,20091.0,1,0.0
2020-03-09,Johnson,Kansas,20091.0,1,0.0
2020-03-10,Johnson,Kansas,20091.0,1,0.0
2020-03-11,Johnson,Kansas,20091.0,1,0.0
2020-03-12,Johnson,Kansas,20091.0,4,0.0
2020-03-13,Johnson,Kansas,20091.0,4,0.0
2020-03-14,Johnson,Kansas,20091.0,5,0.0
2020-03-12,Johnston,North Carolina,37101.0,1,0.0
2020-03-13,Johnston,North Carolina,37101.0,1,0.0
2020-03-14,Johnston,North Carolina,37101.0,2,0.0
2020-03-10,Kane,Illinois,17089.0,1,0.0
2020-03-11,Kane,Illinois,17089.0,1,0.0
2020-03-12,Kane,Illinois,17089.0,2,0.0
2020-03-13,Kane,Illinois,17089.0,2,0.0
2020-03-14,Kane,Illinois,17089.0,3,0.0
2020-03-14,Kauai,Hawaii,15007.0,2,0.0
2020-03-12,Kent,Michigan,26081.0,3,0.0
2020-03-13,Kent,Michigan,26081.0,3,0.0
2020-03-14,Kent,Michigan,26081.0,3,0.0
2020-03-06,Kershaw,South Carolina,45055.0,1,0.0
2020-03-07,Kershaw,South Carolina,45055.0,1,0.0
2020-03-08,Kershaw,South Carolina,45055.0,4,0.0
2020-03-09,Kershaw,South Carolina,45055.0,5,0.0
2020-03-10,Kershaw,South Carolina,45055.0,7,0.0
2020-03-11,Kershaw,South Carolina,45055.0,7,0.0
2020-03-12,Kershaw,South Carolina,45055.0,8,0.0
2020-03-13,Kershaw,South Carolina,45055.0,9,0.0
2020-03-14,Kershaw,South Carolina,45055.0,11,0.0
2020-02-28,King,Washington,53033.0,1,0.0
2020-02-29,King,Washington,53033.0,4,1.0
2020-03-01,King,Washington,53033.0,11,3.0
2020-03-02,King,Washington,53033.0,15,6.0
2020-03-03,King,Washington,53033.0,22,10.0
2020-03-04,King,Washington,53033.0,33,11.0
2020-03-05,King,Washington,53033.0,52,11.0
2020-03-06,King,Washington,53033.0,59,12.0
2020-03-07,King,Washington,53033.0,72,16.0
2020-03-08,King,Washington,53033.0,91,18.0
2020-03-09,King,Washington,53033.0,117,21.0
2020-03-10,King,Washington,53033.0,191,23.0
2020-03-11,King,Washington,53033.0,235,27.0
2020-03-12,King,Washington,53033.0,271,28.0
2020-03-13,King,Washington,53033.0,329,33.0
2020-03-14,King,Washington,53033.0,389,36.0
2020-03-08,Kitsap,Washington,53035.0,1,0.0
2020-03-09,Kitsap,Washington,53035.0,1,0.0
2020-03-10,Kitsap,Washington,53035.0,2,0.0
2020-03-11,Kitsap,Washington,53035.0,2,0.0
2020-03-12,Kitsap,Washington,53035.0,2,0.0
2020-03-13,Kitsap,Washington,53035.0,3,0.0
2020-03-14,Kitsap,Washington,53035.0,3,0.0
2020-03-07,Kittitas,Washington,53037.0,1,0.0
2020-03-08,Kittitas,Washington,53037.0,1,0.0
2020-03-09,Kittitas,Washington,53037.0,1,0.0
2020-03-10,Kittitas,Washington,53037.0,1,0.0
2020-03-11,Kittitas,Washington,53037.0,3,0.0
2020-03-12,Kittitas,Washington,53037.0,3,0.0
2020-03-13,Kittitas,Washington,53037.0,3,0.0
2020-03-14,Kittitas,Washington,53037.0,3,0.0
2020-03-07,Klamath,Oregon,41035.0,1,0.0
2020-03-08,Klamath,Oregon,41035.0,1,0.0
2020-03-09,Klamath,Oregon,41035.0,1,0.0
2020-03-10,Klamath,Oregon,41035.0,1,0.0
2020-03-11,Klamath,Oregon,41035.0,1,0.0
2020-03-12,Klamath,Oregon,41035.0,1,0.0
2020-03-13,Klamath,Oregon,41035.0,1,0.0
2020-03-14,Klamath,Oregon,41035.0,1,0.0
2020-03-14,Klickitat,Washington,53039.0,1,0.0
2020-03-12,Knox,Tennessee,47093.0,1,0.0
2020-03-13,Knox,Tennessee,47093.0,1,0.0
2020-03-14,Knox,Tennessee,47093.0,1,0.0
2020-03-14,LaPorte,Indiana,18091.0,1,0.0
2020-03-14,Lafourche,Louisiana,22057.0,1,0.0
2020-03-11,Lake,Illinois,17097.0,1,0.0
2020-03-12,Lake,Illinois,17097.0,1,0.0
2020-03-13,Lake,Illinois,17097.0,2,0.0
2020-03-14,Lake,Illinois,17097.0,3,0.0
2020-03-11,Lancaster,South Carolina,45057.0,1,0.0
2020-03-12,Lancaster,South Carolina,45057.0,2,0.0
2020-03-13,Lancaster,South Carolina,45057.0,2,0.0
2020-03-14,Lancaster,South Carolina,45057.0,2,0.0
2020-03-09,Larimer,Colorado,8069.0,1,0.0
2020-03-10,Larimer,Colorado,8069.0,1,0.0
2020-03-11,Larimer,Colorado,8069.0,1,0.0
2020-03-12,Larimer,Colorado,8069.0,1,0.0
2020-03-13,Larimer,Colorado,8069.0,1,0.0
2020-03-14,Larimer,Colorado,8069.0,1,0.0
2020-03-06,Lee,Florida,12071.0,1,1.0
2020-03-07,Lee,Florida,12071.0,2,1.0
2020-03-08,Lee,Florida,12071.0,2,1.0
2020-03-09,Lee,Florida,12071.0,2,1.0
2020-03-10,Lee,Florida,12071.0,2,1.0
2020-03-11,Lee,Florida,12071.0,2,1.0
2020-03-12,Lee,Florida,12071.0,4,1.0
2020-03-13,Lee,Florida,12071.0,4,1.0
2020-03-14,Lee,Florida,12071.0,4,2.0
2020-03-11,Lee,Georgia,13177.0,1,0.0
2020-03-12,Lee,Georgia,13177.0,1,0.0
2020-03-13,Lee,Georgia,13177.0,1,0.0
2020-03-14,Lee,Georgia,13177.0,1,0.0
2020-03-13,Leelanau,Michigan,26089.0,1,0.0
2020-03-14,Leelanau,Michigan,26089.0,1,0.0
2020-03-13,Leflore,Mississippi,28083.0,1,0.0
2020-03-14,Leflore,Mississippi,28083.0,1,0.0
2020-03-13,Lewis and Clark,Montana,30049.0,1,0.0
2020-03-14,Lewis and Clark,Montana,30049.0,1,0.0
2020-03-14,Lexington,South Carolina,45063.0,1,0.0
2020-03-13,Limestone,Alabama,1083.0,1,0.0
2020-03-14,Limestone,Alabama,1083.0,1,0.0
2020-03-11,Linn,Oregon,41043.0,2,0.0
2020-03-12,Linn,Oregon,41043.0,8,0.0
2020-03-13,Linn,Oregon,41043.0,8,0.0
2020-03-14,Linn,Oregon,41043.0,9,0.0
2020-03-12,Litchfield,Connecticut,9005.0,1,0.0
2020-03-13,Litchfield,Connecticut,9005.0,3,0.0
2020-03-14,Litchfield,Connecticut,9005.0,3,0.0
2020-03-14,Lorain,Ohio,39093.0,1,0.0
2020-02-14,Los Angeles,California,6037.0,1,0.0
2020-02-15,Los Angeles,California,6037.0,1,0.0
